Gene,UniProt,Sample type,Tissue,Species,Repository,Reference,Confidence Score,Description,Coverage Map File,Total Ion Intensity
Serpina3m,Q03734,Bronchoalveolar lavage of fibrotic lung,Lung,mouse,PXD001765,10.15252/msb.20156123,3637.58,Serine protease inhibitor A3M,Bronchoalveolar lavage of fibrotic lung_Q03734.html,142071005000
Serpina3m,Q03734,Bronchoalveolar lavage of normal lung,Lung,mouse,PXD001765,10.15252/msb.20156123,3637.58,Serine protease inhibitor A3M,Bronchoalveolar lavage of normal lung_Q03734.html,6310980100
Serpina3m,Q03734,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,3637.58,Serine protease inhibitor A3M,Normal lung_Q03734.html,12620000
Serpina3m,Q03734,Normal lung,Lung,mouse,PXD006579,10.1016/j.semcdb.2018.06.005,3637.58,Serine protease inhibitor A3M,Normal lung_Q03734.html,12620000
Serpina3m,Q03734,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,3637.58,Serine protease inhibitor A3M,Normal lung ECM (Quantitative detergent solubility profiling)_Q03734.html,47828800
Hpx,Q91X72,Bronchoalveolar lavage of fibrotic lung,Lung,mouse,PXD001765,10.15252/msb.20156123,3609.22,Hemopexin,Bronchoalveolar lavage of fibrotic lung_Q91X72.html,83355804000
Hpx,Q91X72,Bronchoalveolar lavage of normal lung,Lung,mouse,PXD001765,10.15252/msb.20156123,3609.22,Hemopexin,Bronchoalveolar lavage of normal lung_Q91X72.html,2239150080
Hpx,Q91X72,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,3609.22,Hemopexin,Normal lung ECM (Quantitative detergent solubility profiling)_Q91X72.html,67337400
Postn,Q62009-5,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,3449.3,Isoform 5 of Periostin,Normal lung_Q62009-5.html,632091010
Postn,Q62009-5,Normal lung,Lung,mouse,PXD006579,10.1016/j.semcdb.2018.06.005,3449.3,Isoform 5 of Periostin,Normal lung_Q62009-5.html,632091010
Postn,Q62009-5,Normal lung / Lung adenocarcinoma / Lymph node metastasis (TMT experiment),Lung,mouse,PXD003517,10.1073/pnas.1707054114,3449.3,Isoform 5 of Periostin,Normal lung _ Lung adenocarcinoma _ Lymph node metastasis (TMT experiment)_Q62009-5.html,680523010
Postn,Q62009-5,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,3449.3,Isoform 5 of Periostin,Normal lung ECM (Quantitative detergent solubility profiling)_Q62009-5.html,1822809980
Anxa1,P10107,Bronchoalveolar lavage of fibrotic lung,Lung,mouse,PXD001765,10.15252/msb.20156123,3419.74,Annexin A1,Bronchoalveolar lavage of fibrotic lung_P10107.html,6317550100
Anxa1,P10107,Bronchoalveolar lavage of normal lung,Lung,mouse,PXD001765,10.15252/msb.20156123,3419.74,Annexin A1,Bronchoalveolar lavage of normal lung_P10107.html,521455008
Anxa1,P10107,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,3419.74,Annexin A1,Normal lung_P10107.html,52736600
Anxa1,P10107,Normal lung,Lung,mouse,PXD006579,10.1016/j.semcdb.2018.06.005,3419.74,Annexin A1,Normal lung_P10107.html,52736600
Anxa1,P10107,Normal lung / Lung adenocarcinoma / Lymph node metastasis (TMT experiment),Lung,mouse,PXD003517,10.1073/pnas.1707054114,3419.74,Annexin A1,Normal lung _ Lung adenocarcinoma _ Lymph node metastasis (TMT experiment)_P10107.html,128123000
Anxa1,P10107,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,3419.74,Annexin A1,Normal lung ECM (Quantitative detergent solubility profiling)_P10107.html,4752370200
Col4a1,P02463,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,3237.66,Collagen alpha-1(IV) chain,Normal lung_P02463.html,1012910020
Col4a1,P02463,Normal lung,Lung,mouse,PXD006579,10.1016/j.semcdb.2018.06.005,3237.66,Collagen alpha-1(IV) chain,Normal lung_P02463.html,1012910020
Col4a1,P02463,Normal lung / Lung adenocarcinoma / Lymph node metastasis (TMT experiment),Lung,mouse,PXD003517,10.1073/pnas.1707054114,3237.66,Collagen alpha-1(IV) chain,Normal lung _ Lung adenocarcinoma _ Lymph node metastasis (TMT experiment)_P02463.html,1859250050
Col4a1,P02463,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,3237.66,Collagen alpha-1(IV) chain,Normal lung ECM (Quantitative detergent solubility profiling)_P02463.html,2649179900
Lama4,P97927,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,2820.33,Laminin subunit alpha-4,Normal lung_P97927.html,652062020
Lama4,P97927,Normal lung,Lung,mouse,PXD006579,10.1016/j.semcdb.2018.06.005,2820.33,Laminin subunit alpha-4,Normal lung_P97927.html,652062020
Lama4,P97927,Normal lung / Lung adenocarcinoma / Lymph node metastasis (TMT experiment),Lung,mouse,PXD003517,10.1073/pnas.1707054114,2820.33,Laminin subunit alpha-4,Normal lung _ Lung adenocarcinoma _ Lymph node metastasis (TMT experiment)_P97927.html,29449200
Lama4,P97927,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,2820.33,Laminin subunit alpha-4,Normal lung ECM (Quantitative detergent solubility profiling)_P97927.html,1825520000
Anxa5,P48036,Bronchoalveolar lavage of fibrotic lung,Lung,mouse,PXD001765,10.15252/msb.20156123,2760.46,Annexin A5,Bronchoalveolar lavage of fibrotic lung_P48036.html,12029700100
Anxa5,P48036,Bronchoalveolar lavage of normal lung,Lung,mouse,PXD001765,10.15252/msb.20156123,2760.46,Annexin A5,Bronchoalveolar lavage of normal lung_P48036.html,935486020
Anxa5,P48036,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,2760.46,Annexin A5,Normal lung_P48036.html,63933000
Anxa5,P48036,Normal lung,Lung,mouse,PXD006579,10.1016/j.semcdb.2018.06.005,2760.46,Annexin A5,Normal lung_P48036.html,63933000
Anxa5,P48036,Normal lung / Lung adenocarcinoma / Lymph node metastasis (TMT experiment),Lung,mouse,PXD003517,10.1073/pnas.1707054114,2760.46,Annexin A5,Normal lung _ Lung adenocarcinoma _ Lymph node metastasis (TMT experiment)_P48036.html,4736630
Anxa5,P48036,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,2760.46,Annexin A5,Normal lung ECM (Quantitative detergent solubility profiling)_P48036.html,4907469800
S100a9,P31725,Bronchoalveolar lavage of fibrotic lung,Lung,mouse,PXD001765,10.15252/msb.20156123,2706.02,Protein S100-A9,Bronchoalveolar lavage of fibrotic lung_P31725.html,447928000
S100a9,P31725,Bronchoalveolar lavage of normal lung,Lung,mouse,PXD001765,10.15252/msb.20156123,2706.02,Protein S100-A9,Bronchoalveolar lavage of normal lung_P31725.html,9870720
S100a9,P31725,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,2706.02,Protein S100-A9,Normal lung_P31725.html,16483700
S100a9,P31725,Normal lung,Lung,mouse,PXD006579,10.1016/j.semcdb.2018.06.005,2706.02,Protein S100-A9,Normal lung_P31725.html,16483700
S100a9,P31725,Normal lung / Lung adenocarcinoma / Lymph node metastasis (TMT experiment),Lung,mouse,PXD003517,10.1073/pnas.1707054114,2706.02,Protein S100-A9,Normal lung _ Lung adenocarcinoma _ Lymph node metastasis (TMT experiment)_P31725.html,4314770
S100a9,P31725,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,2706.02,Protein S100-A9,Normal lung ECM (Quantitative detergent solubility profiling)_P31725.html,3665949950
Col12a1,Q60847-5,Bronchoalveolar lavage of fibrotic lung,Lung,mouse,PXD001765,10.15252/msb.20156123,2651.86,Isoform 5 of Collagen alpha-1(XII) chain,Bronchoalveolar lavage of fibrotic lung_Q60847-5.html,167580992
Col12a1,Q60847-5,Bronchoalveolar lavage of normal lung,Lung,mouse,PXD001765,10.15252/msb.20156123,2651.86,Isoform 5 of Collagen alpha-1(XII) chain,Bronchoalveolar lavage of normal lung_Q60847-5.html,2224840
Col12a1,Q60847-5,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,2651.86,Isoform 5 of Collagen alpha-1(XII) chain,Normal lung_Q60847-5.html,437535008
Col12a1,Q60847-5,Normal lung,Lung,mouse,PXD006579,10.1016/j.semcdb.2018.06.005,2651.86,Isoform 5 of Collagen alpha-1(XII) chain,Normal lung_Q60847-5.html,437535008
Col12a1,Q60847-5,Normal lung / Lung adenocarcinoma / Lymph node metastasis (TMT experiment),Lung,mouse,PXD003517,10.1073/pnas.1707054114,2651.86,Isoform 5 of Collagen alpha-1(XII) chain,Normal lung _ Lung adenocarcinoma _ Lymph node metastasis (TMT experiment)_Q60847-5.html,684145980
Col12a1,Q60847-5,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,2651.86,Isoform 5 of Collagen alpha-1(XII) chain,Normal lung ECM (Quantitative detergent solubility profiling)_Q60847-5.html,2379379970
Anxa6,P14824,Bronchoalveolar lavage of fibrotic lung,Lung,mouse,PXD001765,10.15252/msb.20156123,2615.82,Annexin A6,Bronchoalveolar lavage of fibrotic lung_P14824.html,4506990100
Anxa6,P14824,Bronchoalveolar lavage of normal lung,Lung,mouse,PXD001765,10.15252/msb.20156123,2615.82,Annexin A6,Bronchoalveolar lavage of normal lung_P14824.html,313494016
Anxa6,P14824,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,2615.82,Annexin A6,Normal lung_P14824.html,608416000
Anxa6,P14824,Normal lung,Lung,mouse,PXD006579,10.1016/j.semcdb.2018.06.005,2615.82,Annexin A6,Normal lung_P14824.html,608416000
Anxa6,P14824,Normal lung / Lung adenocarcinoma / Lymph node metastasis (TMT experiment),Lung,mouse,PXD003517,10.1073/pnas.1707054114,2615.82,Annexin A6,Normal lung _ Lung adenocarcinoma _ Lymph node metastasis (TMT experiment)_P14824.html,5330770
Anxa6,P14824,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,2615.82,Annexin A6,Normal lung ECM (Quantitative detergent solubility profiling)_P14824.html,13633599500
Npnt,Q91V88-3,Bronchoalveolar lavage of fibrotic lung,Lung,mouse,PXD001765,10.15252/msb.20156123,2578.75,Isoform 3 of Nephronectin,Bronchoalveolar lavage of fibrotic lung_Q91V88-3.html,34250900
Npnt,Q91V88-3,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,2578.75,Isoform 3 of Nephronectin,Normal lung_Q91V88-3.html,41896200
Npnt,Q91V88-3,Normal lung,Lung,mouse,PXD006579,10.1016/j.semcdb.2018.06.005,2578.75,Isoform 3 of Nephronectin,Normal lung_Q91V88-3.html,41896200
Npnt,Q91V88-3,Normal lung / Lung adenocarcinoma / Lymph node metastasis (TMT experiment),Lung,mouse,PXD003517,10.1073/pnas.1707054114,2578.75,Isoform 3 of Nephronectin,Normal lung _ Lung adenocarcinoma _ Lymph node metastasis (TMT experiment)_Q91V88-3.html,372927008
Npnt,Q91V88-3,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,2578.75,Isoform 3 of Nephronectin,Normal lung ECM (Quantitative detergent solubility profiling)_Q91V88-3.html,464039008
Tgfbi,P82198,Bronchoalveolar lavage of fibrotic lung,Lung,mouse,PXD001765,10.15252/msb.20156123,2576.34,Transforming growth factor-beta-induced protein ig-h3,Bronchoalveolar lavage of fibrotic lung_P82198.html,3080179970
Tgfbi,P82198,Bronchoalveolar lavage of normal lung,Lung,mouse,PXD001765,10.15252/msb.20156123,2576.34,Transforming growth factor-beta-induced protein ig-h3,Bronchoalveolar lavage of normal lung_P82198.html,185264992
Tgfbi,P82198,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,2576.34,Transforming growth factor-beta-induced protein ig-h3,Normal lung_P82198.html,257082000
Tgfbi,P82198,Normal lung,Lung,mouse,PXD006579,10.1016/j.semcdb.2018.06.005,2576.34,Transforming growth factor-beta-induced protein ig-h3,Normal lung_P82198.html,257082000
Tgfbi,P82198,Normal lung / Lung adenocarcinoma / Lymph node metastasis (TMT experiment),Lung,mouse,PXD003517,10.1073/pnas.1707054114,2576.34,Transforming growth factor-beta-induced protein ig-h3,Normal lung _ Lung adenocarcinoma _ Lymph node metastasis (TMT experiment)_P82198.html,337936000
Tgfbi,P82198,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,2576.34,Transforming growth factor-beta-induced protein ig-h3,Normal lung ECM (Quantitative detergent solubility profiling)_P82198.html,596062020
Nid2,O88322,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,2528.81,Nidogen-2,Normal lung_O88322.html,1004750020
Nid2,O88322,Normal lung,Lung,mouse,PXD006579,10.1016/j.semcdb.2018.06.005,2528.81,Nidogen-2,Normal lung_O88322.html,1004750020
Nid2,O88322,Normal lung / Lung adenocarcinoma / Lymph node metastasis (TMT experiment),Lung,mouse,PXD003517,10.1073/pnas.1707054114,2528.81,Nidogen-2,Normal lung _ Lung adenocarcinoma _ Lymph node metastasis (TMT experiment)_O88322.html,39585600
Nid2,O88322,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,2528.81,Nidogen-2,Normal lung ECM (Quantitative detergent solubility profiling)_O88322.html,1496600060
Fn1,P11276,Bronchoalveolar lavage of normal lung,Lung,mouse,PXD001765,10.15252/msb.20156123,2524.32,Fibronectin,Bronchoalveolar lavage of normal lung_P11276.html,1543250050
Fn1,P11276,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,2524.32,Fibronectin,Normal lung_P11276.html,5033940000
Fn1,P11276,Normal lung / Lung adenocarcinoma / Lymph node metastasis (TMT experiment),Lung,mouse,PXD003517,10.1073/pnas.1707054114,2524.32,Fibronectin,Normal lung _ Lung adenocarcinoma _ Lymph node metastasis (TMT experiment)_P11276.html,16102100000
Fn1,P11276,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,2524.32,Fibronectin,Normal lung ECM (Quantitative detergent solubility profiling)_P11276.html,10692500500
Bgn,P28653,Bronchoalveolar lavage of fibrotic lung,Lung,mouse,PXD001765,10.15252/msb.20156123,2357.46,Biglycan,Bronchoalveolar lavage of fibrotic lung_P28653.html,24607200
Bgn,P28653,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,2357.46,Biglycan,Normal lung_P28653.html,687457980
Bgn,P28653,Normal lung,Lung,mouse,PXD006579,10.1016/j.semcdb.2018.06.005,2357.46,Biglycan,Normal lung_P28653.html,687457980
Bgn,P28653,Normal lung / Lung adenocarcinoma / Lymph node metastasis (TMT experiment),Lung,mouse,PXD003517,10.1073/pnas.1707054114,2357.46,Biglycan,Normal lung _ Lung adenocarcinoma _ Lymph node metastasis (TMT experiment)_P28653.html,78743200
Bgn,P28653,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,2357.46,Biglycan,Normal lung ECM (Quantitative detergent solubility profiling)_P28653.html,1917920000
S100a11,P50543,Bronchoalveolar lavage of fibrotic lung,Lung,mouse,PXD001765,10.15252/msb.20156123,2329.4,Protein S100-A11,Bronchoalveolar lavage of fibrotic lung_P50543.html,1670509950
S100a11,P50543,Bronchoalveolar lavage of normal lung,Lung,mouse,PXD001765,10.15252/msb.20156123,2329.4,Protein S100-A11,Bronchoalveolar lavage of normal lung_P50543.html,104936000
S100a11,P50543,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,2329.4,Protein S100-A11,Normal lung_P50543.html,118002
S100a11,P50543,Normal lung / Lung adenocarcinoma / Lymph node metastasis (TMT experiment),Lung,mouse,PXD003517,10.1073/pnas.1707054114,2329.4,Protein S100-A11,Normal lung _ Lung adenocarcinoma _ Lymph node metastasis (TMT experiment)_P50543.html,22783600
S100a11,P50543,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,2329.4,Protein S100-A11,Normal lung ECM (Quantitative detergent solubility profiling)_P50543.html,1137639940
Lum,P51885,Bronchoalveolar lavage of fibrotic lung,Lung,mouse,PXD001765,10.15252/msb.20156123,2297.4,Lumican,Bronchoalveolar lavage of fibrotic lung_P51885.html,2109120000
Lum,P51885,Bronchoalveolar lavage of normal lung,Lung,mouse,PXD001765,10.15252/msb.20156123,2297.4,Lumican,Bronchoalveolar lavage of normal lung_P51885.html,66867300
Lum,P51885,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,2297.4,Lumican,Normal lung_P51885.html,124806000
Lum,P51885,Normal lung,Lung,mouse,PXD006579,10.1016/j.semcdb.2018.06.005,2297.4,Lumican,Normal lung_P51885.html,124806000
Lum,P51885,Normal lung / Lung adenocarcinoma / Lymph node metastasis (TMT experiment),Lung,mouse,PXD003517,10.1073/pnas.1707054114,2297.4,Lumican,Normal lung _ Lung adenocarcinoma _ Lymph node metastasis (TMT experiment)_P51885.html,23414300
Lum,P51885,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,2297.4,Lumican,Normal lung ECM (Quantitative detergent solubility profiling)_P51885.html,678118020
Anxa3,O35639,Bronchoalveolar lavage of fibrotic lung,Lung,mouse,PXD001765,10.15252/msb.20156123,2215.3,Annexin A3,Bronchoalveolar lavage of fibrotic lung_O35639.html,6426699800
Anxa3,O35639,Bronchoalveolar lavage of normal lung,Lung,mouse,PXD001765,10.15252/msb.20156123,2215.3,Annexin A3,Bronchoalveolar lavage of normal lung_O35639.html,373353984
Anxa3,O35639,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,2215.3,Annexin A3,Normal lung_O35639.html,7232780
Anxa3,O35639,Normal lung,Lung,mouse,PXD006579,10.1016/j.semcdb.2018.06.005,2215.3,Annexin A3,Normal lung_O35639.html,7232780
Anxa3,O35639,Normal lung / Lung adenocarcinoma / Lymph node metastasis (TMT experiment),Lung,mouse,PXD003517,10.1073/pnas.1707054114,2215.3,Annexin A3,Normal lung _ Lung adenocarcinoma _ Lymph node metastasis (TMT experiment)_O35639.html,1958870
Anxa3,O35639,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,2215.3,Annexin A3,Normal lung ECM (Quantitative detergent solubility profiling)_O35639.html,1982870020
Vwf,Q8CIZ8,Bronchoalveolar lavage of fibrotic lung,Lung,mouse,PXD001765,10.15252/msb.20156123,2106.52,von Willebrand factor,Bronchoalveolar lavage of fibrotic lung_Q8CIZ8.html,186904992
Vwf,Q8CIZ8,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,2106.52,von Willebrand factor,Normal lung_Q8CIZ8.html,1929779970
Vwf,Q8CIZ8,Normal lung,Lung,mouse,PXD006579,10.1016/j.semcdb.2018.06.005,2106.52,von Willebrand factor,Normal lung_Q8CIZ8.html,1929779970
Vwf,Q8CIZ8,Normal lung / Lung adenocarcinoma / Lymph node metastasis (TMT experiment),Lung,mouse,PXD003517,10.1073/pnas.1707054114,2106.52,von Willebrand factor,Normal lung _ Lung adenocarcinoma _ Lymph node metastasis (TMT experiment)_Q8CIZ8.html,158814000
Vwf,Q8CIZ8,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,2106.52,von Willebrand factor,Normal lung ECM (Quantitative detergent solubility profiling)_Q8CIZ8.html,2194449920
Lama2,Q60675,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,1983.11,Laminin subunit alpha-2,Normal lung_Q60675.html,430640992
Lama2,Q60675,Normal lung,Lung,mouse,PXD006579,10.1016/j.semcdb.2018.06.005,1983.11,Laminin subunit alpha-2,Normal lung_Q60675.html,430640992
Lama2,Q60675,Normal lung / Lung adenocarcinoma / Lymph node metastasis (TMT experiment),Lung,mouse,PXD003517,10.1073/pnas.1707054114,1983.11,Laminin subunit alpha-2,Normal lung _ Lung adenocarcinoma _ Lymph node metastasis (TMT experiment)_Q60675.html,22489400
Lama2,Q60675,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,1983.11,Laminin subunit alpha-2,Normal lung ECM (Quantitative detergent solubility profiling)_Q60675.html,927814020
Serpinh1,P19324,Bronchoalveolar lavage of normal lung,Lung,mouse,PXD001765,10.15252/msb.20156123,1932.97,Serpin H1,Bronchoalveolar lavage of normal lung_P19324.html,319322
Serpinh1,P19324,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,1932.97,Serpin H1,Normal lung_P19324.html,11014600
Serpinh1,P19324,Normal lung,Lung,mouse,PXD006579,10.1016/j.semcdb.2018.06.005,1932.97,Serpin H1,Normal lung_P19324.html,11014600
Serpinh1,P19324,Normal lung / Lung adenocarcinoma / Lymph node metastasis (TMT experiment),Lung,mouse,PXD003517,10.1073/pnas.1707054114,1932.97,Serpin H1,Normal lung _ Lung adenocarcinoma _ Lymph node metastasis (TMT experiment)_P19324.html,74335600
Serpinh1,P19324,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,1932.97,Serpin H1,Normal lung ECM (Quantitative detergent solubility profiling)_P19324.html,3287429890
